代码,名称,收盘价,涨跌幅,技术形态,买入信号,MA5,MA10,MA20,MA60,布林带上轨,布林线中轨,布林线下轨,布林带位置,MACD_DIF,MACD_DEA,MACD柱,MACD信号,多头排列
603279.SH,景津装备,15.21,0.13%,价升||布林带下轨,观望,27.26,30.52,32.03,32.86,40.56,32.03,23.49,下轨下方,-1.96,-0.49,-2.95,无信号,否
603280.SH,南方路机,30.95,1.01%,阳线||布林带下轨,观望,32.33,33.33,34.21,36.14,36.83,34.21,31.6,下轨下方,-1.07,-0.75,-0.63,无信号,否
603281.SH,江瀚新材,38.98,4.00%,阳线||布林带下轨,观望,53.13,54.54,53.55,51.32,61.75,53.55,45.34,下轨下方,-0.1,0.92,-2.04,死叉,否
603282.SH,亚光股份,17.64,2.98%,阳线,观望,18.54,18.85,19.94,21.4,23.21,19.94,16.68,布林带内,-0.9,-0.74,-0.32,无信号,否
603283.SH,赛腾股份,67.19,0.28%,价升||多头排列||MA5上穿MA10,多头排列,91.75,88.88,82.87,72.67,101.88,82.87,63.86,布林带内,4.75,5.26,-1.02,死叉,是
603284.SH,林平发展,44.61,0.20%,阳线,观望,45.04,45.96,47.8,49.53,54.15,47.8,41.44,布林带内,-1.77,-1.45,-0.65,无信号,否
603285.SH,键邦股份,53.38,2.75%,阳线||多头排列||MA5上穿MA10,多头排列,52.09,51.5,47.94,39.48,56.33,47.94,39.55,布林带内,3.94,3.76,0.35,无信号,是
603286.SH,日盈电子,70.29,2.84%,阳线||MACD金叉,MACD金叉,68.37,68.56,66.64,62.87,73.06,66.64,60.21,布林带内,1.69,1.6,0.19,金叉,否
603289.SH,泰瑞机器,12.13,8.59%,阳线,观望,16.43,16.8,16.93,16.63,18.07,16.93,15.78,布林带内,-0.15,-0.0,-0.31,无信号,否
603290.SH,斯达半导,131.75,7.79%,阳线||布林带下轨,观望,169.6,171.15,163.04,154.73,190.91,163.04,135.18,下轨下方,4.01,5.51,-3.0,死叉,否
603296.SH,华勤技术,108.94,3.71%,阳线||布林带下轨,观望,145.77,153.75,153.31,137.4,177.92,153.31,128.71,下轨下方,0.57,5.12,-9.1,无信号,否
603297.SH,永新光学,147.51,1.49%,阳线,观望,186.34,187.77,174.77,160.0,209.79,174.77,139.74,布林带内,7.72,9.06,-2.66,死叉,否
603299.SH,苏盐井神,10.3,0.68%,阳线||布林带下轨,观望,11.81,12.11,12.39,13.03,13.46,12.39,11.31,下轨下方,-0.37,-0.24,-0.25,无信号,否
603301.SH,振德医疗,92.7,2.94%,阳线||布林带下轨,观望,173.01,182.56,187.24,189.73,232.24,187.24,142.25,下轨下方,-7.64,-1.01,-13.27,无信号,否
603303.SH,得邦照明,22.56,1.17%,阳线||多头排列||MA5上穿MA10,多头排列,50.09,48.66,45.12,39.69,55.12,45.12,35.11,布林带内,2.66,2.84,-0.38,死叉,是
603306.SH,华懋科技,107.92,0.41%,价升||多头排列||MA5上穿MA10,多头排列,221.92,219.54,211.42,187.88,235.15,211.42,187.69,布林带内,8.59,8.97,-0.75,无信号,是
603307.SH,扬州金泉,44.0,3.63%,阳线,观望,45.78,46.64,45.43,43.15,49.94,45.43,40.92,布林带内,0.8,1.13,-0.66,无信号,否
603309.SH,维力医疗,13.9,4.04%,阳线||布林带下轨,观望,38.88,41.25,41.68,43.73,48.29,41.68,35.06,下轨下方,-1.53,-0.6,-1.86,无信号,否
603310.SH,巍华新材,17.11,2.27%,阳线||MA5上穿MA10,观望,17.79,17.52,17.37,17.39,18.32,17.37,16.43,布林带内,0.13,0.11,0.04,无信号,否
603311.SH,金海高科,31.46,0.83%,阳线||多头排列||布林带上轨||MA5上穿MA10,多头排列,30.08,26.08,23.22,19.56,31.88,23.22,14.55,上轨上方,3.1,1.94,2.31,无信号,是
603312.SH,西典新能,39.89,2.97%,阳线||MA5上穿MA10,观望,41.26,40.98,41.54,44.19,43.65,41.54,39.43,布林带内,-0.63,-0.66,0.05,无信号,否
603313.SH,梦百合,5.83,1.75%,阳线||布林带下轨,观望,10.9,11.64,12.89,15.35,17.03,12.89,8.75,下轨下方,-1.42,-1.03,-0.78,无信号,否
603315.SH,福鞍股份,16.76,3.71%,阳线,观望,35.43,37.71,37.6,34.12,42.06,37.6,33.14,布林带内,0.37,1.16,-1.57,无信号,否
603318.SH,水发燃气,9.97,0.91%,价升,观望,32.19,33.7,36.17,29.26,45.64,36.17,26.71,布林带内,0.6,1.86,-2.51,无信号,否
603320.SH,迪贝电气,25.01,3.78%,阳线||布林带下轨,观望,32.09,33.09,32.78,30.92,37.01,32.78,28.54,下轨下方,0.19,0.85,-1.32,无信号,否
603321.SH,梅轮电梯,7.22,3.14%,阳线||布林带下轨,观望,7.97,8.16,8.25,8.36,8.83,8.25,7.67,下轨下方,-0.12,-0.02,-0.19,无信号,否
603322.SH,超讯通信,36.37,2.34%,阳线||布林带下轨,观望,69.36,70.31,68.7,67.13,79.98,68.7,57.43,下轨下方,0.11,1.29,-2.36,死叉,否
603325.SH,博隆技术,58.16,0.10%,阳线||布林带下轨,观望,71.23,74.09,79.19,88.99,95.19,79.19,63.19,下轨下方,-5.65,-4.38,-2.54,无信号,否
603326.SH,XD我乐家,7.95,1.92%,阳线,观望,,,,,,,,,,,,,
603327.SH,福蓉科技,10.85,4.33%,阳线||布林带下轨,观望,24.95,26.76,27.6,26.73,35.6,27.6,19.61,下轨下方,-1.05,0.22,-2.55,无信号,否
603328.SH,依顿电子,12.34,5.74%,阳线||布林带下轨,观望,32.36,33.38,34.14,33.86,37.95,34.14,30.34,下轨下方,-0.64,-0.13,-1.01,无信号,否
603329.SH,上海雅仕,11.45,1.87%,阳线||布林带下轨,观望,15.37,15.96,15.77,15.54,18.16,15.77,13.37,下轨下方,-0.09,0.23,-0.64,无信号,否
603330.SH,天洋新材,6.94,4.52%,阳线||布林带下轨,观望,30.9,34.17,36.33,37.36,49.27,36.33,23.38,下轨下方,-2.48,-0.49,-3.97,无信号,否
603331.SH,百达精工,14.36,1.13%,价升||布林带下轨,观望,20.81,22.22,22.14,23.38,26.21,22.14,18.07,下轨下方,-0.8,-0.26,-1.07,无信号,否
603332.SH,苏州龙杰,13.6,3.26%,阳线||布林带下轨,观望,24.98,26.92,27.79,27.13,34.59,27.79,20.99,下轨下方,-1.01,0.12,-2.26,无信号,否
603334.SH,丰倍生物,44.44,0.54%,阳线||布林带下轨,观望,46.2,47.76,48.67,51.68,52.71,48.67,44.63,下轨下方,-1.64,-1.19,-0.91,无信号,否
603335.SH,迪生力,7.12,2.89%,阳线||布林带下轨,观望,11.68,12.22,12.15,11.04,13.83,12.15,10.48,下轨下方,0.08,0.39,-0.61,无信号,否
603336.SH,宏辉果蔬,12.49,0.89%,阳线||布林带下轨,观望,45.86,49.14,49.08,42.6,65.4,49.08,32.77,下轨下方,-0.1,2.44,-5.07,无信号,否
603337.SH,杰克科技,43.36,5.24%,阳线||布林带下轨,观望,88.41,91.64,91.37,94.02,105.09,91.37,77.65,下轨下方,-1.75,-0.08,-3.34,死叉,否
603338.SH,浙江鼎力,55.69,1.72%,阳线||布林带下轨,观望,359.7,386.32,391.78,385.33,489.68,391.78,293.87,下轨下方,-10.7,4.02,-29.44,无信号,否
603339.SH,四方科技,13.39,2.45%,阳线||布林带下轨,观望,20.37,21.51,22.0,21.84,26.02,22.0,17.99,下轨下方,-0.66,-0.0,-1.31,无信号,否
603341.SH,龙旗科技,37.65,2.23%,阳线,观望,38.89,39.8,39.09,40.6,41.74,39.09,36.43,布林带内,-0.27,-0.15,-0.23,无信号,否
603344.SH,星德胜,32.0,0.66%,阳线||多头排列||MA5上穿MA10,多头排列,33.02,31.76,30.23,29.32,34.48,30.23,25.98,布林带内,1.13,0.84,0.59,无信号,是
603345.SH,安井食品,99.43,1.24%,阳线||布林带下轨,观望,108.02,110.82,112.29,105.77,122.19,112.29,102.39,下轨下方,0.11,1.69,-3.15,无信号,否
603350.SH,安乃达,34.59,0.12%,阳线,观望,,,,,,,,,,,,,
603351.SH,威尔药业,26.72,0.45%,阳线||布林带下轨,观望,50.91,55.06,55.88,55.42,69.93,55.88,41.82,下轨下方,-1.99,0.21,-4.4,无信号,否
603353.SH,和顺石油,50.66,1.42%,阳线,观望,63.34,65.71,61.51,56.41,77.66,61.51,45.35,布林带内,2.27,3.25,-1.97,死叉,否
603356.SH,华菱精工,20.05,7.68%,阳线,观望,19.77,20.16,19.46,18.81,21.43,19.46,17.49,布林带内,0.49,0.53,-0.09,无信号,否
603357.SH,设计总院,7.12,1.14%,阳线||布林带下轨,观望,14.21,15.31,16.24,17.18,20.67,16.24,11.82,下轨下方,-1.1,-0.47,-1.26,无信号,否
603358.SH,华达科技,39.1,1.14%,价升||布林带下轨||MA5上穿MA10,观望,106.08,105.31,103.33,115.27,118.98,103.33,87.68,下轨下方,-1.55,-1.4,-0.31,死叉,否
603363.SH,傲农生物,3.39,2.11%,阳线||布林带下轨,观望,4.56,4.58,4.71,5.39,5.5,4.71,3.91,下轨下方,-0.27,-0.23,-0.09,死叉,否
603367.SH,辰欣药业,14.45,1.26%,阳线||布林带下轨,观望,16.71,17.36,17.76,18.75,19.51,17.76,16.01,下轨下方,-0.63,-0.38,-0.49,无信号,否
603370.SH,华新精科,46.83,0.97%,阳线||MA5上穿MA10,观望,46.93,45.7,44.33,45.0,48.41,44.33,40.26,布林带内,0.72,0.29,0.86,无信号,否
603373.SH,安邦护卫,50.15,3.08%,阳线||多头排列||MA5上穿MA10,多头排列,47.81,47.45,44.1,43.65,51.64,44.1,36.56,布林带内,1.72,1.09,1.25,无信号,是
603375.SH,盛景微,52.62,3.26%,阳线||多头排列||MA5上穿MA10,多头排列,50.83,49.49,46.79,41.35,53.87,46.79,39.71,布林带内,2.86,2.46,0.82,无信号,是
603376.SH,大明电子,32.66,0.77%,阳线||MA5上穿MA10,观望,32.2,31.53,31.49,33.83,33.56,31.49,29.42,布林带内,-0.33,-0.64,0.63,无信号,否
603377.SH,ST东时,3.54,0.85%,阳线||布林带下轨,观望,7.01,7.25,7.45,7.64,8.58,7.45,6.32,下轨下方,-0.25,-0.09,-0.32,无信号,否
603378.SH,*ST亚士,5.46,3.80%,阳线||布林带下轨,观望,11.23,11.33,11.82,13.13,15.28,11.82,8.36,下轨下方,-0.69,-0.4,-0.57,死叉,否
603379.SH,三美股份,60.53,9.99%,阳线||布林带下轨,观望,76.95,82.89,87.51,92.88,103.25,87.51,71.77,下轨下方,-4.51,-2.14,-4.75,无信号,否
603380.SH,易德龙,43.12,0.98%,阳线||多头排列||MA5上穿MA10,多头排列,44.38,42.17,40.6,39.11,45.73,40.6,35.48,布林带内,1.54,1.04,1.0,无信号,是
603381.SH,永臻股份,22.95,4.27%,阳线,观望,23.45,24.27,24.28,25.3,25.91,24.28,22.64,布林带内,-0.37,-0.21,-0.31,无信号,否
603385.SH,惠达卫浴,6.21,1.64%,阳线||布林带下轨,观望,9.6,9.93,10.11,10.42,11.09,10.11,9.13,下轨下方,-0.25,-0.1,-0.3,无信号,否
603386.SH,骏亚科技,16.01,2.96%,阳线||布林带下轨,观望,22.47,23.04,21.96,21.37,26.27,21.96,17.65,下轨下方,0.22,0.57,-0.71,死叉,否
603387.SH,基蛋生物,9.22,1.43%,阳线||布林带下轨,观望,36.53,40.18,41.38,41.88,54.91,41.38,27.85,下轨下方,-2.54,-0.47,-4.13,无信号,否
603390.SH,通达电气,14.36,0.56%,阳线||多头排列||MA5上穿MA10,多头排列,14.8,14.57,14.32,13.08,15.61,14.32,13.03,布林带内,0.49,0.5,-0.04,死叉,是
603391.SH,力聚热能,71.31,2.87%,阳线,观望,,,,,,,,,,,,,
603395.SH,红四方,25.08,0.36%,阳线||布林带下轨,观望,31.98,33.83,35.1,37.85,40.38,35.1,29.83,下轨下方,-1.72,-0.98,-1.48,无信号,否
603396.SH,金辰股份,35.67,3.09%,阳线||布林带下轨,观望,49.39,51.93,51.92,54.28,60.04,51.92,43.8,下轨下方,-1.44,-0.33,-2.21,无信号,否
603399.SH,永杉锂业,17.95,2.10%,阳线,观望,26.54,29.57,27.55,20.37,37.57,27.55,17.54,布林带内,1.87,2.86,-1.98,无信号,否
603400.SH,华之杰,81.2,1.00%,阳线||多头排列||MA5上穿MA10,多头排列,85.4,84.7,77.34,72.13,95.14,77.34,59.55,布林带内,4.27,4.03,0.49,无信号,是
603406.SH,天富龙,31.47,0.70%,阳线||布林带下轨,观望,32.55,33.77,34.18,36.01,36.47,34.18,31.9,下轨下方,-0.85,-0.56,-0.58,无信号,否
603408.SH,建霖家居,11.05,1.01%,阳线||布林带下轨,观望,13.55,14.05,14.37,14.9,16.01,14.37,12.72,下轨下方,-0.45,-0.21,-0.49,无信号,否
603409.SH,汇通控股,44.3,4.41%,阳线,观望,43.43,43.85,43.62,40.61,45.66,43.62,41.59,布林带内,0.63,0.87,-0.48,无信号,否
603418.SH,友升股份,53.76,0.69%,阳线,观望,54.15,55.37,54.12,53.21,59.9,54.12,48.34,布林带内,0.61,0.87,-0.51,无信号,否
603421.SH,鼎信通讯,7.91,3.67%,阳线||布林带下轨,观望,11.6,12.36,12.53,13.22,14.75,12.53,10.3,下轨下方,-0.54,-0.21,-0.66,无信号,否
603429.SH,*ST集友,9.64,2.99%,阳线||布林带下轨,观望,61.91,67.92,71.63,72.44,93.01,71.63,50.25,下轨下方,-4.6,-1.3,-6.6,无信号,否
603435.SH,N嘉德,127.68,710.15%,阳线,观望,,,,,,,,,,,,,
603439.SH,三力制药,14.29,10.01%,阳线||多头排列||MA5上穿MA10,多头排列,13.94,13.48,12.72,12.39,14.46,12.72,10.98,布林带内,0.52,0.33,0.38,无信号,是
603458.SH,勘设股份,13.98,3.33%,阳线||布林带下轨,观望,32.98,35.54,34.96,32.41,45.53,34.96,24.38,下轨下方,-0.46,1.09,-3.09,死叉,否
603459.SH,红板科技,105.61,10.00%,阳线||MA5上穿MA10,观望,93.68,91.48,78.47,78.47,108.1,78.47,48.84,布林带内,9.24,7.31,3.86,无信号,否
603466.SH,风语筑,11.18,1.82%,阳线||布林带下轨,观望,44.0,45.39,45.65,46.18,57.02,45.65,34.27,下轨下方,-1.08,0.22,-2.6,死叉,否
603488.SH,展鹏科技,11.55,7.84%,阳线||布林带下轨,观望,16.3,17.48,17.78,16.8,21.12,17.78,14.45,下轨下方,-0.34,0.27,-1.22,无信号,否
603489.SH,八方股份,36.6,0.30%,阳线||布林带下轨,观望,73.04,79.13,79.4,75.27,100.67,79.4,58.13,下轨下方,-1.85,1.61,-6.92,无信号,否
603496.SH,恒为科技,29.9,2.08%,阳线||布林带下轨,观望,77.42,82.46,85.0,83.48,105.79,85.0,64.22,下轨下方,-2.91,0.34,-6.49,无信号,否
603499.SH,翔港科技,21.48,3.12%,阳线||布林带下轨,观望,52.33,57.2,57.48,61.14,74.89,57.48,40.06,下轨下方,-3.21,-0.86,-4.7,死叉,否
603500.SH,祥和实业,10.69,6.47%,阳线||布林带下轨,观望,27.21,28.64,29.96,32.55,37.09,29.96,22.82,下轨下方,-1.87,-0.97,-1.82,死叉,否
603501.SH,豪威集团,104.25,1.55%,价升||布林带下轨,观望,132.62,136.44,136.34,140.89,153.75,136.34,118.94,下轨下方,-1.78,0.08,-3.72,死叉,否
603505.SH,金石资源,22.76,8.54%,阳线||布林带下轨,观望,67.96,69.24,68.27,69.75,91.84,68.27,44.7,下轨下方,-1.48,0.93,-4.83,死叉,否
603506.SH,南都物业,12.56,2.20%,阳线||布林带下轨,观望,30.88,33.08,33.8,34.05,42.24,33.8,25.36,下轨下方,-1.31,-0.0,-2.62,无信号,否
603511.SH,爱慕股份,14.18,2.53%,阳线||布林带下轨,观望,16.28,16.66,16.91,16.98,18.29,16.91,15.53,下轨下方,-0.26,-0.04,-0.45,无信号,否
603515.SH,欧普照明,20.05,2.56%,阳线||布林带下轨,观望,30.53,31.28,32.04,31.28,35.02,32.04,29.07,下轨下方,-0.48,0.02,-1.0,无信号,否
603516.SH,淳中科技,121.34,0.89%,价升||布林带下轨,观望,229.58,239.27,263.28,283.55,326.92,263.28,199.65,下轨下方,-18.2,-11.28,-13.84,无信号,否
603517.SH,ST绝味,13.58,2.72%,阳线||布林带下轨,观望,21.91,22.02,22.63,22.64,27.05,22.63,18.22,下轨下方,-0.6,-0.12,-0.96,死叉,否
603518.SH,锦泓集团,9.2,0.66%,阳线||布林带下轨,观望,13.7,14.42,14.7,14.49,17.33,14.7,12.07,下轨下方,-0.36,0.07,-0.85,无信号,否
603519.SH,立霸股份,13.37,0.75%,阳线||布林带下轨,观望,58.84,62.4,64.48,64.32,76.67,64.48,52.28,下轨下方,-2.36,-0.38,-3.96,无信号,否
603527.SH,众源新材,13.45,8.73%,阳线||布林带下轨,观望,26.27,27.48,27.25,25.43,32.02,27.25,22.47,下轨下方,-0.01,0.76,-1.55,无信号,否
603528.SH,多伦科技,7.99,2.57%,阳线||布林带下轨,观望,25.29,25.6,25.6,26.61,26.72,25.6,24.48,下轨下方,-0.31,-0.24,-0.14,无信号,否
603529.SH,爱玛科技,21.17,0.52%,阳线||布林带下轨,观望,46.32,50.62,54.63,64.56,72.01,54.63,37.24,下轨下方,-6.21,-4.19,-4.05,无信号,否
603535.SH,嘉诚国际,8.04,0.37%,阳线||布林带下轨,观望,23.52,25.37,26.1,28.05,34.7,26.1,17.5,下轨下方,-1.66,-0.53,-2.25,死叉,否
603536.SH,惠发食品,9.8,1.34%,阳线||布林带下轨,观望,18.96,19.87,20.22,20.33,23.41,20.22,17.04,下轨下方,-0.55,-0.04,-1.02,无信号,否
603557.SH,*ST起步,4.46,0.68%,阳线,观望,5.0,5.22,4.92,4.5,5.83,4.92,4.01,布林带内,0.15,0.22,-0.14,无信号,否
603559.SH,ST通脉,9.44,0.21%,价升,观望,19.53,20.13,18.3,16.62,23.42,18.3,13.19,布林带内,0.87,1.14,-0.54,死叉,否
603567.SH,珍宝岛,7.66,1.19%,阳线,观望,17.46,17.5,17.1,17.33,18.51,17.1,15.68,布林带内,0.11,0.13,-0.04,死叉,否
603569.SH,长久物流,6.37,0.63%,价升||布林带下轨,观望,10.84,11.14,11.34,11.88,12.49,11.34,10.19,下轨下方,-0.33,-0.18,-0.31,无信号,否
603577.SH,XD汇金通,11.14,5.59%,阳线,观望,,,,,,,,,,,,,
603578.SH,三星新材,15.02,2.95%,阳线||布林带下轨,观望,26.31,27.47,26.83,26.7,33.01,26.83,20.64,下轨下方,-0.23,0.5,-1.48,死叉,否
603580.SH,*ST艾艾,24.56,0.57%,阳线,观望,47.75,50.01,46.04,38.33,58.55,46.04,33.54,布林带内,2.29,3.55,-2.51,无信号,否
603585.SH,苏利股份,17.25,2.99%,阳线||布林带下轨,观望,36.35,37.79,39.81,43.51,46.17,39.81,33.44,下轨下方,-2.53,-1.92,-1.22,无信号,否
603587.SH,地素时尚,12.89,0.16%,阳线||布林带下轨,观望,21.22,22.23,22.72,22.56,27.17,22.72,18.27,下轨下方,-0.65,0.02,-1.35,无信号,否
603588.SH,高能环境,12.99,2.93%,阳线,观望,,,,,,,,,,,,,
603595.SH,ST东尼,22.44,5.01%,阳线||多头排列||MA5上穿MA10,多头排列,40.75,40.35,38.29,34.36,45.13,38.29,31.45,布林带内,1.66,2.01,-0.71,死叉,是
603596.SH,伯特利,33.94,3.16%,阳线,观望,,,,,,,,,,,,,
603599.SH,广信股份,11.59,0.96%,阳线||布林带下轨,观望,50.3,54.97,60.73,65.35,80.74,60.73,40.73,下轨下方,-5.42,-2.72,-5.41,无信号,否
603600.SH,永艺股份,11.66,0.09%,阳线||布林带下轨,观望,36.61,37.86,37.89,36.35,41.48,37.89,34.31,下轨下方,-0.06,0.57,-1.26,无信号,否
603601.SH,再升科技,19.29,6.40%,阳线||布林带下轨,观望,212.05,216.77,210.37,182.88,258.1,210.37,162.65,下轨下方,4.39,10.57,-12.37,死叉,否
603602.SH,纵横通信,13.89,2.28%,阳线||布林带下轨,观望,32.88,34.49,34.51,35.19,41.88,34.51,27.13,下轨下方,-0.98,-0.01,-1.94,死叉,否
603605.SH,珀莱雅,58.19,5.09%,阳线||布林带下轨,观望,107.78,115.94,123.51,132.32,155.59,123.51,91.43,下轨下方,-8.29,-3.76,-9.06,无信号,否
603607.SH,京华激光,24.41,4.63%,阳线||布林带下轨,观望,49.69,50.28,51.15,50.65,59.31,51.15,42.98,下轨下方,-0.94,0.15,-2.17,死叉,否
603609.SH,禾丰股份,6.57,0.77%,阳线||布林带下轨,观望,11.31,11.6,11.83,12.17,12.73,11.83,10.92,下轨下方,-0.27,-0.13,-0.27,无信号,否
603610.SH,麒盛科技,18.53,1.70%,阳线||布林带下轨,观望,43.33,45.49,44.64,45.65,58.24,44.64,31.03,下轨下方,-0.96,0.59,-3.1,死叉,否
603611.SH,诺力股份,18.75,2.29%,阳线,观望,,,,,,,,,,,,,
603612.SH,索通发展,22.34,2.29%,阳线||布林带下轨,观望,34.04,35.84,37.36,41.92,41.98,37.36,32.74,下轨下方,-1.91,-1.49,-0.85,无信号,否
603615.SH,茶花股份,21.53,0.70%,阳线,观望,23.33,23.79,22.96,21.96,25.17,22.96,20.75,布林带内,0.49,0.62,-0.27,无信号,否
603617.SH,君禾股份,7.68,4.21%,阳线||布林带下轨,观望,20.0,21.8,22.24,22.36,29.18,22.24,15.31,下轨下方,-1.04,0.02,-2.11,无信号,否
603618.SH,杭电股份,40.53,0.65%,阳线||多头排列||MA5上穿MA10,多头排列,122.5,119.63,107.37,81.06,136.22,107.37,78.53,布林带内,11.85,11.06,1.59,无信号,是
603626.SH,科森科技,28.06,2.48%,阳线||多头排列||MA5上穿MA10,多头排列,54.32,53.57,51.56,48.71,58.21,51.56,44.9,布林带内,1.73,1.49,0.48,无信号,是
603628.SH,清源股份,11.64,1.57%,阳线||布林带下轨,观望,12.23,12.58,12.95,14.28,14.11,12.95,11.78,下轨下方,-0.54,-0.47,-0.14,无信号,否
603629.SH,利通电子,195.65,8.93%,阳线,观望,318.55,323.24,291.92,185.94,402.61,291.92,181.23,布林带内,33.04,43.01,-19.93,死叉,否
603630.SH,拉芳家化,14.57,0.07%,价升||布林带下轨,观望,20.87,21.57,22.46,23.27,24.85,22.46,20.07,下轨下方,-0.71,-0.39,-0.64,无信号,否
603633.SH,徕木股份,8.05,5.09%,阳线||布林带下轨,观望,19.41,20.9,21.96,22.09,27.53,21.96,16.4,下轨下方,-1.07,-0.18,-1.77,无信号,否
603637.SH,镇海股份,18.22,3.70%,阳线||布林带下轨,观望,42.11,43.41,42.97,36.52,49.46,42.97,36.49,下轨下方,1.0,2.15,-2.29,无信号,否
603638.SH,艾迪精密,25.45,0.35%,阳线||布林带下轨,观望,103.2,110.46,108.95,102.15,144.59,108.95,73.3,下轨下方,-1.4,3.57,-9.94,死叉,否
603639.SH,海利尔,11.42,1.51%,阳线||布林带下轨,观望,36.39,39.66,42.93,46.27,56.37,42.93,29.49,下轨下方,-3.52,-1.67,-3.7,无信号,否
603648.SH,畅联股份,9.67,0.42%,价升||布林带下轨,观望,11.36,11.72,11.87,11.95,12.92,11.87,10.81,下轨下方,-0.21,-0.03,-0.35,无信号,否
603650.SH,彤程新材,58.84,2.22%,阳线||多头排列||MA5上穿MA10,多头排列,61.96,60.93,59.48,57.14,63.78,59.48,55.18,布林带内,1.4,1.37,0.06,无信号,是
603655.SH,朗博科技,41.37,2.96%,阳线,观望,42.0,43.26,44.47,41.38,50.12,44.47,38.81,布林带内,-0.07,0.53,-1.2,无信号,否
603656.SH,泰禾智能,18.72,1.08%,阳线||布林带下轨,观望,38.36,39.17,40.18,43.0,42.78,40.18,37.58,下轨下方,-1.22,-1.01,-0.41,无信号,否
603657.SH,春光科技,30.85,0.23%,阳线||布林带下轨,观望,44.54,46.0,44.42,42.17,54.31,44.42,34.54,下轨下方,0.35,1.41,-2.11,死叉,否
603659.SH,璞泰来,32.36,2.02%,阳线,观望,,,,,,,,,,,,,
603661.SH,恒林股份,32.53,10.01%,价升||布林带下轨,观望,41.95,43.61,46.17,48.84,53.9,46.17,38.44,下轨下方,-2.22,-1.36,-1.72,无信号,否
603662.SH,柯力传感,67.43,0.01%,价升||布林带下轨,观望,142.69,145.72,141.73,141.32,182.05,141.73,101.4,下轨下方,-1.36,2.58,-7.88,死叉,否
603663.SH,三祥新材,50.49,10.00%,阳线||布林带下轨,观望,107.98,114.56,122.78,125.36,158.66,122.78,86.89,下轨下方,-6.62,-1.82,-9.61,无信号,否
603666.SH,亿嘉和,31.21,1.60%,阳线||布林带下轨,观望,78.2,82.01,81.2,79.07,100.21,81.2,62.19,下轨下方,-0.92,1.56,-4.97,死叉,否
603667.SH,五洲新春,88.17,4.05%,阳线||多头排列||MA5上穿MA10,多头排列,111.62,109.0,99.86,95.99,121.07,99.86,78.65,布林带内,5.37,3.66,3.41,无信号,是
603668.SH,天马科技,12.37,0.57%,阳线||布林带下轨,观望,19.21,19.69,20.5,20.85,22.69,20.5,18.32,下轨下方,-0.58,-0.3,-0.56,无信号,否
603669.SH,灵康药业,4.3,0.94%,阳线||布林带下轨,观望,13.31,14.39,14.82,15.4,18.9,14.82,10.75,下轨下方,-0.84,-0.24,-1.2,无信号,否
603676.SH,卫信康,9.66,0.73%,阳线||布林带下轨,观望,10.92,11.33,11.63,11.96,12.74,11.63,10.52,下轨下方,-0.33,-0.16,-0.34,无信号,否
603677.SH,奇精机械,17.73,0.17%,阳线,观望,,,,,,,,,,,,,
603678.SH,火炬电子,37.68,10.01%,阳线||MA5上穿MA10,观望,92.23,90.8,90.65,94.26,96.54,90.65,84.76,布林带内,0.15,-0.59,1.49,无信号,否
603679.SH,华体科技,17.66,5.94%,阳线||布林带下轨,观望,23.56,24.14,22.6,21.77,27.41,22.6,17.79,下轨下方,0.57,0.87,-0.6,死叉,否
603680.SH,今创集团,13.83,1.02%,阳线||布林带下轨,观望,26.49,28.01,28.03,27.52,32.61,28.03,23.46,下轨下方,-0.37,0.36,-1.46,无信号,否
603681.SH,永冠新材,22.11,1.94%,阳线||多头排列||MA5上穿MA10,多头排列,22.36,22.2,20.79,20.38,23.88,20.79,17.71,布林带内,0.83,0.64,0.36,无信号,是
603682.SH,锦和商管,8.8,0.46%,价升,观望,,,,,,,,,,,,,
603685.SH,晨丰科技,32.55,3.66%,阳线||布林带下轨,观望,53.88,56.66,56.99,52.97,64.54,56.99,49.44,下轨下方,-0.26,1.16,-2.84,无信号,否
603686.SH,福龙马,17.11,2.03%,阳线||布林带下轨,观望,51.35,55.45,57.63,60.15,69.09,57.63,46.17,下轨下方,-2.83,-0.98,-3.7,无信号,否
603688.SH,石英股份,74.55,2.73%,阳线,观望,161.53,168.35,154.73,132.2,195.97,154.73,113.49,布林带内,8.3,11.57,-6.54,死叉,否
603693.SH,江苏新能,17.69,4.67%,阳线||布林带下轨,观望,22.02,22.04,21.72,20.89,24.3,21.72,19.15,下轨下方,0.19,0.4,-0.42,死叉,否
603696.SH,安记食品,14.28,0.85%,阳线||布林带下轨,观望,30.39,32.27,33.43,35.5,39.42,33.43,27.43,下轨下方,-1.65,-0.75,-1.81,无信号,否
603698.SH,航天工程,38.65,0.39%,价升||布林带下轨,观望,50.8,53.16,55.07,48.39,64.67,55.07,45.47,下轨下方,-0.32,1.52,-3.68,无信号,否
603700.SH,宁水集团,12.1,2.20%,阳线||布林带下轨,观望,17.75,18.62,19.37,20.52,22.9,19.37,15.83,下轨下方,-0.97,-0.47,-0.99,无信号,否
603701.SH,德宏股份,25.55,0.55%,阳线||布林带下轨,观望,78.4,82.66,84.46,79.01,102.24,84.46,66.68,下轨下方,-1.83,1.06,-5.78,无信号,否
603703.SH,盛洋科技,14.26,4.01%,阳线||布林带下轨,观望,47.11,48.79,48.7,47.39,55.35,48.7,42.05,下轨下方,-0.39,0.65,-2.08,无信号,否
